JWD0289742	アーカンサス	あーかんさす	"アーカンソーという,米国の州"	
JWD0289743	アーカンソー	あーかんそー	"アーカンソーという,米国の州"	
JWD0371425	アーガイル	あーがいる	アーガイルというダイヤモンド形色模様	
JWD0371426	アーガイルチェック	あーがいるちぇっく	アーガイルというダイヤモンド形色模様	
JWD0074011	アーキオロジー	あーきおろじー	考古学という学問	
JWD0071074	アーキテクチャ	あーきてくちゃ	建築学という学問	
JWD0095785	アーキテクチャ	あーきてくちゃ	建物	
JWD0216426	アーキテクチャ	あーきてくちゃ	"コンピューターで,システム全体の設計思想"	
JWD0376894	アーキテクチャ	あーきてくちゃ	建築の技術	
JWD0071075	アーキテクチャー	あーきてくちゃー	建築学という学問	
JWD0095786	アーキテクチャー	あーきてくちゃー	建物	
JWD0216427	アーキテクチャー	あーきてくちゃー	"コンピューターで,システム全体の設計思想"	
JWD0376895	アーキテクチャー	あーきてくちゃー	建築の技術	
JWD0071076	アーキテクチュア	あーきてくちゅあ	建築学という学問	
JWD0095787	アーキテクチュア	あーきてくちゅあ	建物	
JWD0216428	アーキテクチュア	あーきてくちゅあ	"コンピューターで,システム全体の設計思想"	
JWD0376896	アーキテクチュア	あーきてくちゅあ	建築の技術	
JWD0071072	アーキテクト	あーきてくと	建築家という職業	
JWD0371412	アーキテクト	あーきてくと	建築家という職業の人	
JWD0000552	アーク	あーく	アーク	
JWD0000554	アーク柱	あーくちゅう	アーク柱	
JWD0000555	アーク電圧	あーくでんあつ	"アーク電圧という,溶接アークにかかる電圧"	
JWD0000556	アーク電流	あーくでんりゅう	アーク電流	
JWD0000557	アーク電力	あーくでんりょく	アーク電力	
JWD0408293	アーク灯	あーくとう	"アークランプという,2点に電流を流す灯"	
JWD0408294	アーク燈	あーくとう	"アークランプという,2点に電流を流す灯"	
JWD0000558	アーク熱	あーくねつ	アーク熱	
JWD0000559	アーク放電	あーくほうでん	"アーク放電という,高い熱や強い光を伴う気体中での持続放電"	
JWD0408299	アーク溶接	あーくようせつ	"アーク溶接という,溶接法"	
JWD0408300	アーク熔接	あーくようせつ	"アーク溶接という,溶接法"	
JWD0408298	アーク鎔接	あーくようせつ	"アーク溶接という,溶接法"	
JWD0000560	アークライト	あーくらいと	アークライトという人	
JWD0408292	アークランプ	あーくらんぷ	"アークランプという,2点に電流を流す灯"	
JWD0408302	アーク炉	あーくろ	アーク炉という高温発生装置	
JWD0000561	アーケード	あーけーど	"アーケードという,アーチ状の天井をもつ通路"	
JWD0376866	アーケード	あーけーど	"アーケードという,商店街で,日除けや雨よけのための屋根を設けた通路"	
JWD0261101	アーケードストア	あーけーどすとあ	屋根付きの商店街	
JWD0261102	アーケードストアー	あーけーどすとあー	屋根付きの商店街	
JWD0545822	アーケイックだ	あーけいっくだ	"古風で,つたないさま"	
JWD0000562	ASA感度	あーさかんど	"ASA感度という,アメリカ標準協会が定めたフィルムの感度"	
JWD0243605	アーシーカラー	あーしーからー	アーシーカラーという色	
JWD0000563	アース	あーす	"アースという,電気機器の保護や感電防止のための装置"	
JWD0423687	アースアート	あーすあーと	"大地芸術という,美術表現様式"	
JWD0000565	アースアンカー	あーすあんかー	アースアンカーという構造物	
JWD0261103	アースカラー	あーすからー	アースカラーという色	
JWD0387118	アースする	あーすする	電気装置を地面に結びつける	
JWD0000566	アース線	あーすせん	アース線	
JWD0423691	アースデー	あーすでー	"アースデーという,環境保護主義者によって設定された,環境汚染の抑制を強調する日"	
JWD0243606	アースプレート	あーすぷれーと	"アース板という,余分な電気を逃がすための金属板"	
JWD0286447	アースワーク	あーすわーく	"アースワークという,芸術上の表現様式"	
JWD0286448	アースワーク	あーすわーく	アースワークという芸術作品	
JWD0372723	アーチ	あーち	"野球で,本塁打"	
JWD0376872	アーチ	あーち	アーチという門	
JWD0536463	アーチ	あーち	建築のアーチ構造	
JWD0376883	アーチェリー	あーちぇりー	弓を射る技術	
JWD0000567	アーチ形	あーちがた	半円形の弧を描いた形	
JWD0000568	アーチ橋	あーちきょう	アーチ橋という構造物	
JWD0261104	アーチクル	あーちくる	冠詞という品詞	
JWD0543672	アーチクル	あーちくる	いくつかに分けて示した事がらの一つ一つ	
JWD0551388	アーチクル	あーちくる	出版物における記事	
JWD0000569	アーチ形式	あーちけいしき	アーチ構造を用いた形式	
JWD0000571	アーチ効果	あーちこうか	アーチ効果	
JWD0376910	アーチ構造	あーちこうぞう	"アーチ構造という,建築物などの構造"	
JWD0000572	アーチ構造物	あーちこうぞうぶつ	アーチ形をした構造物	
JWD0000573	アーチ工法	あーちこうほう	アーチ工法	
JWD0000574	アーチ推力	あーちすいりょく	アーチ推力	
JWD0551106	アーチスチックだ	あーちすちっくだ	芸術としての性質をもつさま	
JWD0295103	アーチスティックインプレッション	あーちすてぃっくいんぷれっしょん	"フィギュアスケートにおいて,芸術性に対する評価点"	
JWD0024316	アーチスト	あーちすと	演奏家という職業	
JWD0024319	アーチスト	あーちすと	演奏家という職業の人	
JWD0050468	アーチスト	あーちすと	絵を描く仕事	
JWD0542735	アーチスト	あーちすと	美術家という職業の人	
JWD0408303	アーチダム	あーちだむ	弓形をしたダム	
JWD0000575	アーチチョーク	あーちちょーく	アーティチョークという植物	
JWD0243607	アーチトラス	あーちとらす	"建築において,弓形をした桁構え"	
JWD0243608	アーチビーム	あーちびーむ	アーチビームという梁	
JWD0243609	アーチライン	あーちらいん	"(服飾デザインで)アーチラインという曲線"	
JWD0372408	ERTS	あーつ	"アーツという,米国の第一番目の地球資源探査衛星"	
JWD0372409	アーツ	あーつ	"アーツという,米国の第一番目の地球資源探査衛星"	
JWD0280941	アーツアンドクラフツ	あーつあんどくらふつ	アーツアンドクラフツという美術工芸運動	
JWD0261105	アーティクル	あーてぃくる	冠詞という品詞	
JWD0543673	アーティクル	あーてぃくる	いくつかに分けて示した事がらの一つ一つ	
JWD0551389	アーティクル	あーてぃくる	出版物における記事	
JWD0295104	アーティスティックインプレッション	あーてぃすてぃっくいんぷれっしょん	"フィギュアスケートにおいて,芸術性に対する評価点"	
JWD0551107	アーティスティックだ	あーてぃすてぃっくだ	芸術としての性質をもつさま	
JWD0024317	アーティスト	あーてぃすと	演奏家という職業	
JWD0024320	アーティスト	あーてぃすと	演奏家という職業の人	
JWD0050469	アーティスト	あーてぃすと	絵を描く仕事	
JWD0542736	アーティスト	あーてぃすと	美術家という職業の人	
JWD0000576	アーティチョーク	あーてぃちょーく	アーティチョークという植物	
JWD0108216	アーティフィシャルだ	あーてぃふぃしゃるだ	人手を加えているさま	
JWD0530760	アーティフィシャルだ	あーてぃふぃしゃるだ	何か自然なものをまねて人間によって作られていること	
JWD0108217	アーティフィッシャルだ	あーてぃふぃっしゃるだ	人手を加えているさま	
JWD0530761	アーティフィッシャルだ	あーてぃふぃっしゃるだ	何か自然なものをまねて人間によって作られていること	
JWD0408304	アート	あーと	"アート紙という,光沢のある厚手の印刷用紙"	
JWD0545199	アート	あーと	芸術	
JWD0408306	アート紙	あーとし	"アート紙という,光沢のある厚手の印刷用紙"	
JWD0425914	アートシアター	あーとしあたー	"アートシアターという,芸術映画や実験映画を上映する小映画館"	
JWD0243610	アートタイトル	あーとたいとる	"映画において,芸術的な表現の字幕"	
JWD0280942	アートディレクション	あーとでぃれくしょん	"(広告デザインで)全体の指揮をとる役割"	
JWD0295105	アートディレクター	あーとでぃれくたー	アートディレクターという職業	
JWD0295106	アートディレクター	あーとでぃれくたー	アートディレクターという職業の人	
JWD0408305	アートペーパー	あーとぺーぱー	"アート紙という,光沢のある厚手の印刷用紙"	
JWD0243611	アートライニング	あーとらいにんぐ	"(印刷で)アートライニングという,活字の組み方"	
JWD0250574	アーナンダ寺院	あーなんだじいん	アーナンダ寺院という仏教寺院	
JWD0371373	アーニック衛星	あーにっくえいせい	アーニック衛星という人工衛星	
JWD0407285	アーバナイゼーション	あーばないぜーしょん	ある地域に都市化現象がおこること	
JWD0407284	アーバニズム	あーばにずむ	都市的な生活様式	
JWD0407286	アーバノロジー	あーばのろじー	都市学という学問	
JWD0542035	アーバン	あーばん	あかぬけているさま	
JWD0243612	アーバンアメニティゾーン	あーばんあめにてぃぞーん	"都市につくられた,暮らしを活性化する空間"	
JWD0243613	アーバンウェア	あーばんうぇあ	都市的感覚の洋服	
JWD0243614	アーバンウエア	あーばんうえあ	都市的感覚の洋服	
JWD0370749	アーバンゲリラ	あーばんげりら	都市で活動するゲリラという属性	
JWD0425365	アーバンゲリラ	あーばんげりら	都市で活動するゲリラ	
JWD0286449	アーバンシングル	あーばんしんぐる	結婚しない都市生活者	
JWD0370750	アーバンシングル	あーばんしんぐる	結婚しない都市生活者という属性	
JWD0243615	アーバンソシオロジー	あーばんそしおろじー	都市社会学という学問	
JWD0300475	アーバンデクライン	あーばんでくらいん	人口流出のため都市の衰退傾向が進むこと	
JWD0295107	アーバンデザイン	あーばんでざいん	あるべき都市像をデザインすること	
JWD0295109	アーバンデザイン	あーばんでざいん	あるべき都市像をデザインしたもの	
JWD0261107	アーバンライフ	あーばんらいふ	都会での生活	
JWD0300476	アーバンルネサンス	あーばんるねさんす	都市の再開発の中で人間性を回復すること	
JWD0300477	アーバンルネッサンス	あーばんるねっさんす	都市の再開発の中で人間性を回復すること	
JWD0000577	アーベント	あーべんと	夕方から開かれる催し	
JWD0376034	アーマンド	あーまんど	アーモンドという植物	
JWD0376039	アーマンド	あーまんど	アーモンドという植物の果実	
JWD0261108	アーミー	あーみー	"方面隊という,軍隊の部隊"	
JWD0261109	アーミー	あーみー	スターの親衛隊	
JWD0515433	アーミー	あーみー	兵士の集団	
JWD0532250	アーミー	あーみー	戦争をするための兵隊の集団	
JWD0535598	アーミー	あーみー	多くの人々の集まり	
JWD0266431	アーミーテスト	あーみーてすと	"アーミーテストという,集団で行う知能検査"	
JWD0243616	アーミーブルー	あーみーぶるー	アーミーブルーという色	
JWD0272736	アーミールック	あーみーるっく	アーミールックという服飾様式	
JWD0272737	アーミールック	あーみーるっく	アーミールックという様式の衣服	
JWD0367183	アーミン	あーみん	アーミンという毛皮	
JWD0387675	アーミン	あーみん	オコジョという動物	
JWD0000579	アーム	あーむ	腕	
JWD0000582	アーム	あーむ	トーンアームという部品	
JWD0376983	アーム	あーむ	腕の関節を曲げたときのように形が曲がってつき出ているもの	
JWD0000583	アームストロング	あーむすとろんぐ	アームストロングという人	
JWD0243617	アームストロング砲	あーむすとろんぐほう	アームストロング砲という大砲	
JWD0299121	アームズコントロール	あーむずこんとろーる	軍備を管理すること	
JWD0009220	アームチェア	あーむちぇあ	安楽椅子という肘かけ椅子	
JWD0009221	アームチェアー	あーむちぇあー	安楽椅子という肘かけ椅子	
JWD0377004	アームホール	あーむほーる	袖が衣服の身頃に付いている部分	
JWD0243618	アームリフター	あーむりふたー	"アームリフターという,レコード針の上げ下げを自動的に行う装置"	
JWD0377027	アームレスト	あーむれすと	椅子の肘掛け	
JWD0409846	アームレスリング	あーむれすりんぐ	"てのひらを握り合い,相手の腕を押し倒す遊び"	
JWD0377012	アームロック	あーむろっく	"アームロックという,レスリングの技"	
JWD0376166	アーメン	あーめん	"キリスト教で,祈りや讃美歌の後に唱える語"	
JWD0376035	アーモンド	あーもんど	アーモンドという植物	
JWD0376040	アーモンド	あーもんど	アーモンドという植物の果実	
JWD0243619	アーモンドオイル	あーもんどおいる	アーモンドの種子から採れる油	
JWD0261203	アーヤトッラー	あーやとっらー	イスラム教シーア派の最高指導者という地位にある人	
JWD0377670	アーヤトッラー	あーやとっらー	イスラム教シーア派の最高指導者という地位	
JWD0280943	アーリーアメリカン	あーりーあめりかん	"アーリーアメリカンという,アメリカにおける時期"	
JWD0426012	アーリーアメリカン	あーりーあめりかん	"家具・建物・道具で,アメリカ植民地時代の様式"	
JWD0371442	アーリア人	あーりあじん	"アーリア人という,先史時代の民族"	
JWD0371441	アーリアン	あーりあん	"アーリア人という,先史時代の民族"	
JWD0371290	アーリマン	あーりまん	"アーリマンという,ゾロアスター教における神"	
JWD0371444	アーリヤ人	あーりやじん	"アーリア人という,先史時代の民族"	
JWD0371443	アーリヤン	あーりやん	"アーリア人という,先史時代の民族"	
JWD0376819	a	あーる	"アールという,面積の単位"	
JWD0000584	r	あーる	半径	
JWD0370590	r	あーる	アルファベットのアール	
JWD0370591	アール	あーる	アルファベットのアール	
JWD0376820	アール	あーる	"アールという,面積の単位"	
JWD0376821	アール	あーる	"アールという,面積の単位"	
JWD0277208	RR方式	あーるあーるほうしき	後部搭載エンジンによる後輪駆動方式	
JWD0266432	RI電池	あーるあいでんち	ラジオアイソトープ電池	
JWD0214688	"R&R"	あーるあんどあーる	ロックンロールという音楽	
JWD0295110	"R&A"	あーるあんどえー	"英国ゴルフ協会という,スポーツの運営組織"	
JWD0424992	"R&B"	あーるあんどびー	"リズムアンドブルースという,黒人ブルースを基調に躍動的リズムが加味されたポピュラー音楽"	
JWD0405500	アールアンフォルメル	あーるあんふぉるめる	"非定形芸術という,絵画の様式"	
JWD0374240	Rh因子	あーるえいちいんし	"Rh因子という,血液中の赤血球抗原"	
JWD0250575	RNA	あーるえぬえー	"リボ核酸という,細胞内の核酸"	
JWD0272738	RMR	あーるえむあーる	"エネルギー代謝率という,運動給付量の内包的大きさを示す比率"	
JWD0295111	RGBモデル	あーるじーびーもでる	"RGBモデルという,グラフィックディスプレーの色の指定方法"	
JWD0272739	RWD	あーるだぶりゅーでぃー	"後輪駆動という,自動車の駆動方式"	
JWD0374185	RDF	あーるでぃーえふ	"緊急展開部隊という,有事派兵のための軍隊"	
JWD0385532	アールデコ	あーるでこ	アールデコというデザイン様式	
JWD0408307	アールヌーボー	あーるぬーぼー	アールヌーボーという装飾的美術様式	
JWD0286450	アールヌーボーリバイバル	あーるぬーぼーりばいばる	アールヌーボー様式の再流行	
JWD0408308	アールヌーヴォー	あーるぬーゔぉー	アールヌーボーという装飾的美術様式	
JWD0371223	アーロン	あーろん	アーロンという人	
JWD0243620	アーンドインカム	あーんどいんかむ	勤労所得	
JWD0372405	アーンドラン	あーんどらん	"野球の試合で,投手の責任でとられた得点"	
JWD0000585	"あゝ"	ああ	あのようにという非難を表す気持ちであるさま	
JWD0034485	"あゝ"	ああ	""	
JWD0000586	ああ	ああ	あのようにという非難を表す気持ちであるさま	
JWD0034486	ああ	ああ	""	
JWD0000587	ああいう	ああいう	あのようにという非難を表す気持ちであるさま	
JWD0000589	ああ言う	ああいう	あのようにという非難を表す気持ちであるさま	
JWD0238591	ああ言えばこう言う	ああいえばこういう	"理屈を並べて,相手の意見に素直に従わない"	
JWD0000588	ああいった	ああいった	あのようにという非難を表す気持ちであるさま	
JWD0000590	ああ言った	ああいった	あのようにという非難を表す気持ちであるさま	
JWD0300478	ああした	ああした	ああした	
JWD0289744	唖々と	ああと	烏が唖々と鳴いているさま	
JWD0289745	唖唖と	ああと	烏が唖々と鳴いているさま	
JWD0119608	あい	あい	相手の言葉を肯定する時に発する語	
JWD0289746	あい	あい	名前を呼ばれた時に答える語	
JWD0289747	あい	あい	相手に注意を促す時に発する語	
JWD0000594	アイ	あい	藍という植物	
JWD0096993	哀	あい	嘆き悲しむ	
JWD0528715	哀	あい	深く悲しむこと	
JWD0000593	愛	あい	神仏の愛	
JWD0531021	愛	あい	"人を慈しみ,思いやる気持ち"	
JWD0545180	愛	あい	男女間の愛情	
JWD0564825	愛	あい	日本人の氏名	
JWD0408309	間	あい	"一曲の能の中で,狂言方の役者が演じる演技の総称"	
JWD0514511	間	あい	物と物との空間的な間	
JWD0514893	間	あい	物事と物事との時間的な間	
JWD0000616	合	あい	語調を整えるために添える語	
JWD0408322	合	あい	夏と冬の間の季節に着る服	
JWD0000617	合い	あい	語調を整えるために添える語	
JWD0408323	合い	あい	夏と冬の間の季節に着る服	
JWD0029729	相	あい	御互いに	
JWD0413586	相	あい	語調を整えるために用いられる語	
JWD0000595	藍	あい	藍という植物	
JWD0000597	藍	あい	藍という染料	
JWD0000611	藍	あい	藍色という色	
JWD0372940	IR	あいあーる	必要な情報を検索すること	
JWD0269766	IRA	あいあーるえー	"アイルランド共和国軍という,北アイルランドの軍事組織"	
JWD0269765	IRAゲリラ	あいあーるえーげりら	"ゲリラ活動を行う,アイルランド共和国軍のメンバー"	
JWD0372943	IRBM	あいあーるびーえむ	地上基地から発射される射程が中距離の弾道ミサイル	
JWD0300479	IRPTC	あいあーるぴーてぃーしー	"有害物質登録制度という,環境保全のための情報収集制度"	
JWD0368069	アイアイ	あいあい	アイアイという猿	
JWD0000624	相々	あいあい	いっしょに行うこと	
JWD0000628	相々	あいあい	"(物を)共同で所有するさま"	
JWD0000625	相合	あいあい	いっしょに行うこと	
JWD0000629	相合	あいあい	"(物を)共同で所有するさま"	
JWD0000626	相合い	あいあい	いっしょに行うこと	
JWD0000630	相合い	あいあい	"(物を)共同で所有するさま"	
JWD0000627	相相	あいあい	いっしょに行うこと	
JWD0000631	相相	あいあい	"(物を)共同で所有するさま"	
JWD0295112	IISS	あいあいえすえす	国際戦略研究所という国際軍事研究機関	
JWD0295113	IIF	あいあいえふ	国際間の情報流通	
JWD0000640	相々駕篭	あいあいかご	"(2人以上が)1つの駕篭に相乗りすること"	
JWD0000641	相合い駕篭	あいあいかご	"(2人以上が)1つの駕篭に相乗りすること"	
JWD0000642	相合駕篭	あいあいかご	"(2人以上が)1つの駕篭に相乗りすること"	
JWD0000643	相相駕篭	あいあいかご	"(2人以上が)1つの駕篭に相乗りすること"	
JWD0000644	相々傘	あいあいがさ	一本の傘を二人でさすこと	
JWD0000648	相々傘	あいあいがさ	一本の傘を男女がふたりでさして行くこと	
JWD0000645	相合い傘	あいあいがさ	一本の傘を二人でさすこと	
JWD0000649	相合い傘	あいあいがさ	一本の傘を男女がふたりでさして行くこと	
JWD0000646	相合傘	あいあいがさ	一本の傘を二人でさすこと	
JWD0000650	相合傘	あいあいがさ	一本の傘を男女がふたりでさして行くこと	
JWD0000647	相相傘	あいあいがさ	一本の傘を二人でさすこと	
JWD0000651	相相傘	あいあいがさ	一本の傘を男女がふたりでさして行くこと	
JWD0000652	相々煙管	あいあいぎせる	1本の煙管を男女2人で共用すること	
JWD0000653	相合いギセル	あいあいぎせる	1本の煙管を男女2人で共用すること	
JWD0000654	相合い煙管	あいあいぎせる	1本の煙管を男女2人で共用すること	
JWD0000655	相合煙管	あいあいぎせる	1本の煙管を男女2人で共用すること	
JWD0000656	相相煙管	あいあいぎせる	1本の煙管を男女2人で共用すること	
JWD0000657	相々炬燵	あいあいごたつ	1つの炬燵に2人であたること	
JWD0000658	相合い炬燵	あいあいごたつ	1つの炬燵に2人であたること	
JWD0000659	相合炬燵	あいあいごたつ	1つの炬燵に2人であたること	
JWD0000660	相相炬燵	あいあいごたつ	1つの炬燵に2人であたること	
JWD0000661	愛々しい	あいあいしい	人当りがなれなれしい	aufdringlich (Verhalten)
JWD0199273	愛々しい	あいあいしい	小さくて愛らしいさま	
JWD0000662	愛愛しい	あいあいしい	人当りがなれなれしい	
JWD0199277	愛愛しい	あいあいしい	小さくて愛らしいさま	
JWD0019040	曖々たる	あいあいたる	少し暗いさま	
JWD0019041	曖曖たる	あいあいたる	少し暗いさま	
JWD0000620	藹々たる	あいあいたる	"(雰囲気が)うちとけて,穏やかなさま"	
JWD0000622	藹々たる	あいあいたる	"(草木が)茂っているさま"	
JWD0000621	藹藹たる	あいあいたる	"(雰囲気が)うちとけて,穏やかなさま"	
JWD0000623	藹藹たる	あいあいたる	"(草木が)茂っているさま"	
JWD0000632	相々だ	あいあいだ	いっしょに行うさま	
JWD0000636	相々だ	あいあいだ	共同で所有しているさま	
JWD0000634	相合いだ	あいあいだ	いっしょに行うさま	
JWD0000638	相合いだ	あいあいだ	共同で所有しているさま	
JWD0000633	相合だ	あいあいだ	いっしょに行うさま	
JWD0000637	相合だ	あいあいだ	共同で所有しているさま	
JWD0000635	相相だ	あいあいだ	いっしょに行うさま	
JWD0000639	相相だ	あいあいだ	共同で所有しているさま	
JWD0000663	アイアン	あいあん	"アイアンという,ゴルフのクラブ"	
JWD0000664	アイアンクロス	あいあんくろす	アイアンクロスというベゴニア	
JWD0243621	アイアンディシプリン	あいあんでぃしぷりん	鉄則	
JWD0418639	アイアンマン	あいあんまん	たくましい体と強い意志をもった人	
JWD0406647	アイアンマンレース	あいあんまんれーす	"水泳,自転車,マラソンを合わせたスポーツ競技"	
JWD0418643	アイアンラング	あいあんらんぐ	アイアンラングという人工呼吸器	
JWD0243623	アイアンレディ	あいあんれでぃ	"男勝りで,鉄のように強い女の人"	
JWD0243624	アイアンレディー	あいあんれでぃー	"男勝りで,鉄のように強い女の人"	
JWD0243622	アイアンロー	あいあんろー	鉄則	
JWD0000665	愛育する	あいいくする	愛し育てる	
JWD0040074	相容れない	あいいれない	意見が互いに食いちがう	
JWD0525597	相容れない	あいいれない	相反する	
JWD0525598	相容れない	あいいれない	相反する	
JWD0569274	相入れる	あいいれる	"(立場が)相容れる"	
JWD0000666	相容れる	あいいれる	"(立場が)相容れる"	
JWD0000598	あい色	あいいろ	藍色という色	
JWD0000612	藍色	あいいろ	藍色という色	
JWD0000667	合い印	あいいん	書類を他の書類と引き合わせた証拠に付けるしるし	
JWD0000670	合印	あいいん	書類を他の書類と引き合わせた証拠に付けるしるし	
JWD0000673	愛飲する	あいいんする	愛飲する	
JWD0000674	相撃	あいうち	"武道などにおいて,双方が同時に相手にダメージを与えること"	
JWD0000680	相撃	あいうち	争いが互いに勝負なしで終わること	
JWD0000686	相撃	あいうち	二人以上が協力して一人の敵を討つこと	
JWD0000675	相撃ち	あいうち	"武道などにおいて,双方が同時に相手にダメージを与えること"	
JWD0000681	相撃ち	あいうち	争いが互いに勝負なしで終わること	
JWD0000687	相撃ち	あいうち	二人以上が協力して一人の敵を討つこと	
JWD0000676	相打	あいうち	"武道などにおいて,双方が同時に相手にダメージを与えること"	
JWD0000682	相打	あいうち	争いが互いに勝負なしで終わること	
JWD0000688	相打	あいうち	二人以上が協力して一人の敵を討つこと	
JWD0000677	相打ち	あいうち	"武道などにおいて,双方が同時に相手にダメージを与えること"	
JWD0000683	相打ち	あいうち	争いが互いに勝負なしで終わること	
JWD0000689	相打ち	あいうち	二人以上が協力して一人の敵を討つこと	
JWD0000678	相討	あいうち	"武道などにおいて,双方が同時に相手にダメージを与えること"	
JWD0000684	相討	あいうち	争いが互いに勝負なしで終わること	
JWD0000690	相討	あいうち	二人以上が協力して一人の敵を討つこと	
JWD0000679	相討ち	あいうち	"武道などにおいて,双方が同時に相手にダメージを与えること"	
JWD0000685	相討ち	あいうち	争いが互いに勝負なしで終わること	
JWD0000691	相討ち	あいうち	二人以上が協力して一人の敵を討つこと	
JWD0408312	相撃つ	あいうつ	互いに銃や大砲で撃ち合う	
JWD0408310	相打つ	あいうつ	互いに力を尽くして戦う	
JWD0408313	相打つ	あいうつ	互いに銃や大砲で撃ち合う	
JWD0408311	相搏つ	あいうつ	互いに力を尽くして戦う	
JWD0408314	相搏つ	あいうつ	互いに銃や大砲で撃ち合う	
JWD0000692	藍絵	あいえ	藍だけあるいは藍を主に使って刷った版画	
JWD0577041	ＩＡＥＡ	あいえーいーえー	"国際原子力機関という,原子力の平和利用を目的とした国連の機関"	
JWD0372879	IAAF	あいえーえーえふ	"国際陸上競技連盟という,スポーツの運営組織"	
JWD0300482	愛液	あいえき	愛液という体液	
JWD0295253	IS	あいえす	生涯学習や情報活動のための施設	
JWD0300483	ISオーディタ	あいえすおーでぃた	情報監査人という職業	
JWD0300485	ISオーディタ	あいえすおーでぃた	情報監査人という職業の人	
JWD0300484	ISオーディター	あいえすおーでぃたー	情報監査人という職業	
JWD0300486	ISオーディター	あいえすおーでぃたー	情報監査人という職業の人	
JWD0453905	ISDN	あいえすでぃーえぬ	"サービス総合ディジタル通信網という,ネットワーク"	
JWD0372946	ISBN	あいえすびーえぬ	"国際標準図書番号という,市販書籍につけるコード"	
JWD0577043	ＩＳＰ	あいえすぴー	"ＩＳＰという,科学技術計算用スーパーコンピューター"	
JWD0295114	ISU	あいえすゆー	"国際スケート連盟という,スポーツの運営組織"	
JWD0289748	哀咽する	あいえつする	哀しんで咽び泣く	
JWD0286451	INS方式	あいえぬえすほうしき	"INS方式という,飛行機の着陸誘導方法"	
JWD0287982	INF	あいえぬえふ	射程距離が5500キロ以下の核ミサイル	
JWD0299122	INF制限交渉	あいえぬえふせいげんこうしょう	INF制限交渉という軍縮交渉	
JWD0420983	INP	あいえぬぴー	物価の変動を知るための総合指数	
JWD0295117	IF	あいえふ	"間接型ファイルセンターという,ビデオテックスのファイルセンター"	
JWD0295118	IFRB	あいえふあーるびー	国際周波数登録委員会という国際機関	
JWD0286452	IFAD	あいえふえーでぃー	国際農業開発基金という国際機関	
JWD0286454	IMEMO	あいえむいーえむおー	"世界経済国際関係研究所という,ソ連の研究機関"	
JWD0372935	IMF	あいえむえふ	国際通貨基金という国連機関	
JWD0277209	IL	あいえる	"ILという,単離した因子"	
JWD0295120	IL運動	あいえるうんどう	"自立生活運動という,障害者の自立生活をめざす社会的運動"	
JWD0372934	ILS	あいえるえす	"無線着陸援助装置という,無線を使って行う航空機着陸援助装置"	
JWD0372933	ILO	あいえるおー	国際労働機関という国連機関	
